AT,V,AP,RH,PE
-1.5176527667313766,0.27419928825622775,-0.4072719733720346,90.01,480.48
0.5353514336666896,0.5895017793594305,-0.3129839779245679,74.2,445.75
1.3538694482044804,,-1.028562514802733,41.91,438.76
-0.0778661608312949,0.4329181494661921,-1.0167765153717903,76.79,453.09
-1.0533786142230557,0.27224199288256223,0.6517842612076439,,
-0.762200894297317,0.24555160142348742,0.46994312713036207,,
0.3287091808161654,0.8172597864768684,-0.8517725233387043,,
-0.6951092537614324,0.29181494661921703,,,
1.5564862026228519,0.7855871886120996,,,
-1.7283205180140542,0.22811387900355873,,,
,0.7706405693950177,,69.9,435.29
,0.3838078291814946,,49.42,451.41
,0.795017793594306,,61.23,426.25
,0.21583629893238432,,80.33,480.66
,0.34234875444839863,,58.75,460.17
,0.6902135231316727,1.3269536571797464,60.34,453.13
,0.32384341637010683,-0.07221284669260979,47.1,461.71
-1.0949754313553042,0.34288256227758007,1.2090936628704132,86.04,471.08
-1.3029595170165462,0.2686832740213523,0.9498016753898414,68.51,473.74
0.5219331055595126,0.2800711743772242,-1.8872567590565352,38.05,
-0.6374104429005718,0.4749110320284696,0.31167399191496603,77.33,464.82
1.8986535693558626,0.7046263345195728,-1.4107656392058914,49.37,427.28
0.76748850992085,0.7642348754448399,-0.36012797564830124,,441.76
-1.6585452118567343,0.2790035587188612,1.8185982048701497,89.19,474.71
-0.8185578723474599,0.27313167259786475,0.9885271020914863,75.44,467.21
-1.779310164821326,,2.0661041929197785,77.23,
0.9379012768819968,0.6597864768683274,-0.24395169554338553,72.46,438.67
-1.5847444072672612,0.2852313167259787,0.8336253952849257,91.92,485.66
0.29113786211606996,0.5925266903914589,-0.2607888375875623,64.37,452.16
1.0090184158500344,0.748932384341637,0.4059619873624328,49.03,429.87
-0.83600169888679,0.28238434163701065,-3.214023552138874,95.79,468.82
0.15024541699071237,0.5603202846975089,-0.14461255748264662,83.63,442.85
-1.5243619307849652,0.19074733096085406,1.1989913776438879,81.53,483.26
1.5202567167334742,0.748932384341637,0.3234599913458898,45.4,433.59
1.651756332183808,0.8172597864768684,-0.8197819534547492,47.51,433.04
-0.5126199915038266,0.48736654804270463,1.8590073457762122,58.34,458.6
0.3904334901091788,0.8083629893238434,-1.2474453613772232,93.09,435.14
0.8399474816996053,0.8939501779359428,0.836992823693761,62.65,443.2
-1.5310710948385535,0.25355871886120995,0.7965836827876984,78.42,477.9
0.672218380359894,0.6215302491103202,0.7982673969921161,59.56,445.26
1.2961706373436197,0.7706405693950177,-1.1918827926314013,63.38,435.57
0.2455155465516685,0.7393238434163699,-0.787791383570775,84.49,447.42
-0.18387095287799232,0.34430604982206403,0.6282122623457772,33.71,462.28
0.9808399268249628,0.711387900355872,0.3015717066884408,46.93,441.81
-0.48846700091090794,0.7135231316725977,0.12478171522443118,87.68,454.16
1.0358550720643882,0.6827402135231316,-0.5840619648360633,65.25,437.24
-0.4495538494000951,0.253914590747331,-1.4511747801119539,85.61,464.11
0.5568207586381727,0.4135231316725979,-1.823275619288606,67.32,440.89
-1.537780258892142,0.290035587188612,0.5574962657601772,75.38,485.2
0.7554120146243909,0.7532028469750888,-0.7086568159630866,68.54,445.34
0.2441737137409506,0.7999999999999997,-0.2591051233831447,88.36,440.0
1.4612160730618957,0.748932384341637,0.1870791407879428,32.97,431.35
-0.181187287256557,0.33274021352313166,0.7898488259700277,63.24,456.32
0.827870986403146,0.836832740213523,-1.6599553414599377,86.33,432.98
1.5390423760835221,0.7788256227758005,-0.6143688205156007,56.54,429.41
-0.4911506665323435,0.253914590747331,-1.2070362204711604,89.92,464.95
-1.5069181042456352,0.30106761565836304,-0.8180982392503315,87.78,481.91
0.5434024305309956,0.7806049822064057,-0.25742140917872697,73.18,437.15
-0.5287219852324387,0.26263345195729526,-0.07558027510146428,97.46,462.6
1.269333981129266,0.8814946619217082,-1.675108769299716,74.01,432.43
0.5474279289631488,0.6345195729537366,-0.5975316784714048,78.7,442.22
1.1552781922182627,0.711387900355872,0.21906971067189787,43.4,441.03
-0.5005434962073674,0.2818505338078292,0.46825941292594436,73.37,468.91
1.8449802569271552,0.8085409252669037,-0.6884522455100553,57.01,432.46
1.6463890009409374,0.7640569395017792,0.3908085595226736,41.55,430.07
0.9687634315285036,0.8830960854092526,-1.8148570482664985,71.91,437.78
-1.9349627708645782,0.2743772241992882,1.998755624743033,92.74,483.12
-0.5273801524217211,0.29181494661921703,1.6519104986326651,66.95,462.19
-0.256329924656748,0.45409252669039146,0.3874411311138191,89.78,457.71
1.0036510846071633,0.6081850533807828,-1.5033699204489404,73.27,438.32
0.827870986403146,0.731850533807829,-0.009915421129098156,60.32,434.35
1.952326881784571,0.7612099644128113,-1.7778153357692712,56.09,427.05
-0.06981516396698893,0.7695729537366548,-0.4392625432560088,94.92,448.69
-1.057404112655209,0.27935943060498225,1.379148797516752,76.63,475.88
-1.2613626998842977,0.28647686832740216,0.9110762486881965,84.41,479.28
0.559504424259608,0.41921708185053386,-0.4678856847311285,44.45,446.85
1.4021754293903177,0.7275800711743771,-0.6530942472172457,65.41,434.99
1.3780224387973994,0.7898576512455516,-0.6968708165321437,67.15,441.5
1.339109287286586,0.736476868327402,0.8117371106274767,58.46,433.26
1.4706089027369196,0.9218861209964412,-0.6345733909686321,73.19,430.46
-0.4656558431287075,0.45409252669039146,0.13488400045093726,100.09,455.14
1.6115013478622773,0.8638790035587188,-1.4764304931782384,68.13,431.26
1.2733594795614194,0.6430604982206406,-0.6093176779023477,39.95,437.76
-0.1677689591493804,0.33096085409252674,-0.14461255748264662,77.81,464.63
-0.5085944930716736,0.23594306049822056,0.5709659793955186,67.51,462.58
-1.790044827307068,0.2973309608540925,-1.456225922725207,77.74,483.27
0.5031474462094648,0.8475088967971528,-0.6362571051730498,88.82,438.51
1.874500578762944,0.9218861209964412,-0.6530942472172457,63.71,431.03
-1.7122185242854417,0.32544483985765116,1.1131219532185097,72.77,484.0
1.0412224033072588,0.7939501779359431,-0.799577383001718,65.49,431.64
0.9016717909926192,0.5185053380782918,0.20559999703655643,66.31,451.78
0.9298502800176902,0.6055160142348753,0.2072837112409741,65.87,439.46
-0.5904462945254526,0.31423487544483986,-0.20522626884174058,41.43,467.23
0.21331155909444366,0.2902135231316726,-0.11093827339425473,49.27,459.81
0.71515703030286,0.5816725978647687,-0.2641562659963977,69.97,447.15
0.9365594440712788,0.6953736654804269,-0.10083598816774864,61.19,442.0
-0.10470281704564861,0.4754448398576512,-1.3484682136423796,99.19,449.61
-1.949722931782473,0.2743772241992882,2.052634479284437,96.88,481.28
1.5363587104620866,0.8177935943060496,-0.870293379587318,45.87,437.54
-1.5753515775922373,0.25978647686832745,1.7360962088536258,88.44,475.52
-0.6280176132255478,0.5843416370106761,1.0541919560638333,81.13,458.68
1.2438391577256303,0.6345195729537366,-0.3483419762173583,56.13,436.76
0.43873947129501606,0.6501779359430605,0.0018705783018256102,78.32,446.08
-0.9527411534192289,0.24110320284697506,-0.11430570180309009,75.44,474.35
-1.3781021544167367,0.2861209964412811,0.30830656350613067,86.8,481.96
-1.257337201452145,0.28647686832740216,0.8723508219865707,85.23,479.66
1.4303539184153888,0.9231316725978645,-0.882079379018261,67.84,435.28
0.7634630114886969,0.8131672597864769,-0.9292233767419943,92.52,434.86
1.4518232433868719,0.7946619217081848,-0.60763396369793,62.03,435.72
0.07107728115836864,0.5546263345195729,1.1855216640085273,77.1,454.14
0.22270438876946752,0.3845195729537366,0.13825142885979178,62.57,455.76
0.3287091808161654,0.8809608540925268,-0.6497268188084103,85.78,442.83
0.059000785861909454,0.686476868327402,1.2730748026383425,74.16,449.47
0.3635968338948251,0.5948398576512456,0.5777008362132084,73.6,445.76
-1.3713929903631485,0.20960854092526693,-0.03853856260423702,74.99,473.57
1.2357881608613237,0.4259786476868327,-1.5707184886257242,52.85,435.75
0.48301995404869963,0.7999999999999997,-0.6699313892614417,86.52,437.96
0.40921914945922655,0.6313167259786477,0.9918945305003217,71.48,438.59
0.2213625559587501,0.6055160142348753,0.09615857374931146,84.53,444.21
0.03887329370114429,0.3476868327402135,-0.7978936687973003,74.69,459.47
-0.6280176132255478,0.32580071174377223,-0.3584442614438835,87.33,465.54
-0.7809865536473647,0.2743772241992882,1.9516116270192614,73.08,458.85
0.5018056133987474,0.8165480427046262,-1.3535193562556327,93.7,435.68
0.2455155465516685,0.3927046263345195,-1.0740227983220487,63.54,449.2
0.3998263197842027,0.5880782918149464,0.07258657488744479,90.32,445.43
0.04826612337616816,0.351067615658363,0.16013971351724077,38.19,453.96
0.1166995967227701,0.3279359430604982,0.4446874140640777,68.1,463.93
-0.8145323739153069,0.43540925266903907,-0.733912529029371,86.8,465.82
-0.7071857490578916,0.3466192170818506,1.9078350577043632,81.68,471.6
1.1915076781076404,0.7914590747330962,-1.4814816357914913,68.03,427.72
-0.7729355567830585,0.1841637010676157,0.5288731242850383,65.49,468.54
0.8426311473210406,0.7825622775800712,-0.7322288148249533,79.43,434.08
-0.24291159654957087,0.6389679715302491,1.1518473799201545,70.68,454.57
-1.7940703257392208,0.27935943060498225,1.296646801500209,90.91,489.79
-1.5418057573242951,0.2540925266903915,-0.34497454780852294,85.56,481.78
-0.13959047012430878,0.7535587188612097,-1.5471464897638383,84.49,443.57
-0.45894667907511894,0.32669039145907464,-0.5554388233609245,83.01,457.9
-1.4747141167884106,0.2784697508896796,1.5576225031851794,98.55,472.16
-0.016141851538281033,0.7327402135231317,0.07763771750069783,81.46,451.19
-1.2720973623700393,0.2686832740213523,0.8891879640307475,68.21,470.33
-1.767233669524867,0.2653024911032029,-0.4560996853002047,82.12,486.68
-0.9339554940691814,0.2738434163701068,0.46994312713036207,82.92,472.68
0.5527952602060194,0.6496441281138788,-0.5823782506316457,54.83,445.72
-0.7004765850043033,0.3227758007117437,1.4481810798979344,83.14,466.58
1.1539363594075447,0.5663701067615657,-0.887130521631514,67.9,436.99
-0.991654304930042,0.25978647686832745,-0.2473191239522209,79.06,470.87
-0.6843745912756909,0.30925266903914594,2.3624378928975585,66.64,457.77
0.6601418850634347,0.4731316725978648,-1.2558639323993306,70.07,448.15
-1.2613626998842977,0.2829181494661921,-0.9797348028745629,98.08,476.03
0.3099235214661177,0.4638790035587188,-1.0066742301452842,89.96,442.87
-1.3190615107451584,0.2540925266903915,-0.4156905443941421,69.22,477.93
-0.143615968556462,0.34234875444839863,0.5642311225778479,48.15,459.06
0.12340876077635865,0.3476868327402135,-0.8197819534547492,62.69,456.18
-1.4814232808419991,0.2790035587188612,1.9448767702015906,95.6,473.62
-1.2962503529629577,0.3231316725978648,1.631705928179634,99.67,473.64
-0.762200894297317,0.4749110320284696,-0.2035425546373229,85.36,463.64
-0.3878295401070812,0.32580071174377223,-0.33487226258201686,70.55,462.44
0.7956669989459212,0.38523131672597855,0.2089674254453918,63.53,454.39
-0.3100032370854554,0.37580071174377216,-1.0235113721894802,83.15,452.06
-0.06981516396698893,0.7384341637010675,-0.05200827623957847,71.24,453.31
-0.9259044972048752,0.27188612099644127,1.2090936628704132,83.17,466.93
